RowNumber,ProductNumber,CoverDate,Title,Url,Version,PublicationDate
157,"IF11582","12/10/2020","Section 301: Tariff Exclusions on U.S. Imports from China","https://crsreports.congress.gov/product/pdf/download/IF/IF11582/IF11582.pdf/","7","06/19/2020"
158,"R42755","12/10/2020","The Post-9/11 GI Bill: A Primer ","https://crsreports.congress.gov/product/pdf/download/R/R42755/R42755.pdf/","20","09/25/2012"
159,"RL33640","12/10/2020","U.S. Strategic Nuclear Forces: Background, Developments, and Issues","https://crsreports.congress.gov/product/pdf/download/RL/RL33640/RL33640.pdf/","65","09/13/2006"
160,"IF10958","12/10/2020","U.S. Trade Debates: Select Disputes and Actions ","https://crsreports.congress.gov/product/pdf/download/IF/IF10958/IF10958.pdf/","10","08/28/2018"
161,"R43104","12/9/2020","A Brief Overview of Business Types and Their Tax Treatment","https://crsreports.congress.gov/product/pdf/download/R/R43104/R43104.pdf/","8","06/12/2013"
162,"R46487","12/9/2020","Applications for Liberian Refugee Immigration Fairness (LRIF): Fact Sheet","https://crsreports.congress.gov/product/pdf/download/R/R46487/R46487.pdf/","5","08/20/2020"
163,"IN11360","12/9/2020","Apportionment and Redistricting Following the 2020 Census","https://crsreports.congress.gov/product/pdf/download/IN/IN11360/IN11360.pdf/","2","04/24/2020"
164,"IF11465","12/9/2020","Bureau of Reclamation: FY2021 Appropriations","https://crsreports.congress.gov/product/pdf/download/IF/IF11465/IF11465.pdf/","3","03/18/2020"
165,"IF11466","12/9/2020","Defense Primer: Department of Defense Maintenance Depots","https://crsreports.congress.gov/product/pdf/download/IF/IF11466/IF11466.pdf/","3","03/19/2020"
166,"IF11699","12/9/2020","Defense Primer: Department of Defense Pre-Positioned Materiel","https://crsreports.congress.gov/product/pdf/download/IF/IF11699/IF11699.pdf/","2","12/10/2020"
167,"IF11155","12/9/2020","Defense Primer: Military Use of the Electromagnetic Spectrum","https://crsreports.congress.gov/product/pdf/download/IF/IF11155/IF11155.pdf/","9","03/28/2019"
168,"IF11353","12/9/2020","Defense Primer: U.S. Precision-Guided Munitions","https://crsreports.congress.gov/product/pdf/download/IF/IF11353/IF11353.pdf/","8","11/06/2019"
169,"IN11432","12/9/2020","Department of Energy Loan Programs: Title XVII Innovative Technology Loan Guarantees","https://crsreports.congress.gov/product/pdf/download/IN/IN11432/IN11432.pdf/","5","06/23/2020"
170,"R46635","12/9/2020","Individual Retirement Account (IRA) Ownership: Data and Policy Issues","https://crsreports.congress.gov/product/pdf/download/R/R46635/R46635.pdf/","3","12/09/2020"
171,"RL32048","12/9/2020","Iran: Internal Politics and U.S. Policy and Options","https://crsreports.congress.gov/product/pdf/download/RL/RL32048/RL32048.pdf/","362","02/11/2005"
172,"IF11493","12/9/2020","Joint All-Domain Command and Control (JADC2)","https://crsreports.congress.gov/product/pdf/download/IF/IF11493/IF11493.pdf/","12","04/06/2020"
173,"IF11698","12/9/2020","Legislative Proposals Related to the Removal of Inspectors General in the 116th Congress","https://crsreports.congress.gov/product/pdf/download/IF/IF11698/IF11698.pdf/","4","12/09/2020"
174,"R42757","12/9/2020","National Park Service Appropriations: Ten-Year Trends","https://crsreports.congress.gov/product/pdf/download/R/R42757/R42757.pdf/","35","09/25/2012"
175,"RS22478","12/9/2020","Navy Ship Names: Background for Congress","https://crsreports.congress.gov/product/pdf/download/RS/RS22478/RS22478.pdf/","210","07/21/2006"
176,"IF10626","12/9/2020","Reclamation Water Storage Projects: Section 4007 of the Water Infrastructure Improvements for the Nation Act","https://crsreports.congress.gov/product/pdf/download/IF/IF10626/IF10626.pdf/","9","04/05/2017"
177,"IF10667","12/9/2020","Section 232 of the Trade Expansion Act of 1962","https://crsreports.congress.gov/product/pdf/download/IF/IF10667/IF10667.pdf/","22","06/09/2017"
178,"IF11346","12/9/2020","Section 301 of the Trade Act of 1974","https://crsreports.congress.gov/product/pdf/download/IF/IF11346/IF11346.pdf/","8","10/30/2019"
179,"IF11430","12/9/2020","The Dollar and the U.S. Trade Deficit","https://crsreports.congress.gov/product/pdf/download/IF/IF11430/IF11430.pdf/","4","02/14/2020"
180,"IF10619","12/9/2020","The U.S. Trade Deficit: An Overview","https://crsreports.congress.gov/product/pdf/download/IF/IF10619/IF10619.pdf/","9","03/17/2017"
181,"LSB10559","12/9/2020","U.S. Customs and Border Protection's Powers and Limitations: A Brief Primer","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10559/LSB10559.pdf/","1","12/09/2020"
182,"RL32717","12/8/2020","Counting Electoral Votes: An Overview of Procedures at the Joint Session, Including Objections by Members of Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL32717/RL32717.pdf/","13","01/05/2005"
183,"R46633","12/8/2020","COVID-19 Vaccines: Global Health Issues ","https://crsreports.congress.gov/product/pdf/download/R/R46633/R46633.pdf/","3","12/08/2020"
184,"IF11409","12/8/2020","Defense Primer: Army Multi-Domain Operations (MDO)","https://crsreports.congress.gov/product/pdf/download/IF/IF11409/IF11409.pdf/","3","01/16/2020"
185,"IF11324","12/8/2020","Defense Primer: Defense Support of Civil Authorities","https://crsreports.congress.gov/product/pdf/download/IF/IF11324/IF11324.pdf/","6","10/02/2019"
186,"R44413","12/8/2020","Energy and Water Development Appropriations for Defense Nuclear Nonproliferation: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R44413/R44413.pdf/","12","03/11/2016"
187,"R46384","12/8/2020","Energy and Water Development: FY2021 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R46384/R46384.pdf/","8","06/03/2020"
188,"R46637","12/8/2020","Federal Private Health Insurance Market Reforms: Legal Framework and Enforcement","https://crsreports.congress.gov/product/pdf/download/R/R46637/R46637.pdf/","2","12/11/2020"
189,"IG10021","12/8/2020","How FEMA Public Assistance Works","https://crsreports.congress.gov/product/pdf/download/IG/IG10021/IG10021.pdf/","2","12/08/2020"
190,"LSB10558","12/8/2020","Judicial Review Under the Administrative Procedure Act (APA)","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10558/LSB10558.pdf/","1","12/08/2020"
191,"IF11697","12/8/2020","Nuclear Command, Control, and Communications (NC3) Modernization","https://crsreports.congress.gov/product/pdf/download/IF/IF11697/IF11697.pdf/","1","12/08/2020"
192,"IF10275","12/8/2020","Taiwan: Political and Security Issues","https://crsreports.congress.gov/product/pdf/download/IF/IF10275/IF10275.pdf/","49","08/07/2015"
193,"R46632","12/8/2020","The COVID-19 Pandemic: Labor Market Implications for Women","https://crsreports.congress.gov/product/pdf/download/R/R46632/R46632.pdf/","1","12/08/2020"
194,"R43960","12/8/2020","Yemen: Civil War and Regional Intervention","https://crsreports.congress.gov/product/pdf/download/R/R43960/R43960.pdf/","40","03/26/2015"
195,"IF11696","12/7/2020","Aviation and Climate Change","https://crsreports.congress.gov/product/pdf/download/IF/IF11696/IF11696.pdf/","2","12/07/2020"
196,"IN11552","12/7/2020","Boeing 737 Max to Fly Again, Clouded by Certification Concerns","https://crsreports.congress.gov/product/pdf/download/IN/IN11552/IN11552.pdf/","2","12/10/2020"
197,"R44993","12/7/2020","Child and Dependent Care Tax Benefits: How They Work and Who Receives Them","https://crsreports.congress.gov/product/pdf/download/R/R44993/R44993.pdf/","8","10/26/2017"
198,"R46630","12/7/2020","Comparing DHS Component Funding, FY2021: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R46630/R46630.pdf/","4","12/07/2020"
199,"R46628","12/7/2020","COVID-19 and Domestic PPE Production and Distribution: Issues and Policy Options","https://crsreports.congress.gov/product/pdf/download/R/R46628/R46628.pdf/","2","12/07/2020"
200,"IN11550","12/7/2020","COVID-19: Consumer Debt Relief During the Pandemic","https://crsreports.congress.gov/product/pdf/download/IN/IN11550/IN11550.pdf/","2","12/07/2020"
201,"IN11549","12/7/2020","Income Shares, Tax Shares, and Average Tax Rates Across the Income Distribution","https://crsreports.congress.gov/product/pdf/download/IN/IN11549/IN11549.pdf/","1","12/07/2020"
202,"R46629","12/7/2020","Intelligence Community Diversity and Equal Opportunity","https://crsreports.congress.gov/product/pdf/download/R/R46629/R46629.pdf/","2","12/07/2020"
203,"IF10404","12/7/2020","Iraq and U.S. Policy ","https://crsreports.congress.gov/product/pdf/download/IF/IF10404/IF10404.pdf/","31","05/05/2016"
204,"R46631","12/7/2020","Section 307 and U.S. Imports of Products of Forced Labor: Overview and Issues for Congress ","https://crsreports.congress.gov/product/pdf/download/R/R46631/R46631.pdf/","2","12/08/2020"
205,"IN11394","12/7/2020","State and Local Fiscal Conditions and COVID-19: Lessons from the Great Recession and Current Projections","https://crsreports.congress.gov/product/pdf/download/IN/IN11394/IN11394.pdf/","4","05/18/2020"
206,"R45152","12/7/2020","Tax Incentives for Opportunity Zones","https://crsreports.congress.gov/product/pdf/download/R/R45152/R45152.pdf/","13","04/05/2018"
207,"IN11551","12/7/2020","The ALS Disability Insurance Access Act of 2019 (S. 578)","https://crsreports.congress.gov/product/pdf/download/IN/IN11551/IN11551.pdf/","1","12/07/2020"
208,"RL30725","12/7/2020","The First Day of a New Congress: A Guide to Proceedings on the House Floor","https://crsreports.congress.gov/product/pdf/download/RL/RL30725/RL30725.pdf/","30","12/01/2004"
209,"IF11695","12/7/2020","The SEC's Proxy Advisory Firm Disclosure Reforms","https://crsreports.congress.gov/product/pdf/download/IF/IF11695/IF11695.pdf/","2","12/07/2020"
210,"R46465","12/7/2020","Transportation, Housing and Urban Development, and Related Agencies (THUD) Appropriations for FY2021: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R46465/R46465.pdf/","8","07/24/2020"
211,"R46248","12/7/2020","U.S. Farm Programs: Eligibility and Payment Limits","https://crsreports.congress.gov/product/pdf/download/R/R46248/R46248.pdf/","5","03/03/2020"
212,"R46554","12/7/2020","Unemployment Rates During the COVID-19 Pandemic: In Brief","https://crsreports.congress.gov/product/pdf/download/R/R46554/R46554.pdf/","5","09/30/2020"
213,"IN11241","12/4/2020","COVID-19: The Potential Role of TANF in Addressing the Economic Effects","https://crsreports.congress.gov/product/pdf/download/IN/IN11241/IN11241.pdf/","4","03/16/2020"
214,"R45104","12/4/2020","Guide to Committee Activity Reports: Purpose, Rules, and Contents","https://crsreports.congress.gov/product/pdf/download/R/R45104/R45104.pdf/","6","02/16/2018"
215,"IF10247","12/4/2020","Indonesia","https://crsreports.congress.gov/product/pdf/download/IF/IF10247/IF10247.pdf/","11","06/30/2015"
216,"IN11008","12/4/2020","Landslide Hazards Legislation in the 116th Congress","https://crsreports.congress.gov/product/pdf/download/IN/IN11008/IN11008.pdf/","6","12/19/2018"
217,"LSB10557","12/4/2020","Supreme Court Considers Statute of Limitations for Military Rape Cases","https://crsreports.congress.gov/product/pdf/download/LSB/LSB10557/LSB10557.pdf/","1","12/04/2020"
218,"R46543","12/4/2020","TikTok: Technology Overview and Issues ","https://crsreports.congress.gov/product/pdf/download/R/R46543/R46543.pdf/","13","09/25/2020"
219,"R46514","12/4/2020","U.S. Foreign Assistance to Latin America and the Caribbean: FY2021 Appropriations","https://crsreports.congress.gov/product/pdf/download/R/R46514/R46514.pdf/","4","09/04/2020"
220,"IF11662","12/4/2020","U.S. Nuclear Weapons Tests","https://crsreports.congress.gov/product/pdf/download/IF/IF11662/IF11662.pdf/","2","10/08/2020"
221,"IF10244","12/4/2020","Wildfire Statistics","https://crsreports.congress.gov/product/pdf/download/IF/IF10244/IF10244.pdf/","48","06/24/2015"
222,"RL30261","12/4/2020","Women in Congress, 1917-2020: Service Dates and Committee Assignments by Member, and Lists by State and Congress","https://crsreports.congress.gov/product/pdf/download/RL/RL30261/RL30261.pdf/","94","07/01/2004"
223,"R43244","12/4/2020","Women in Congress: Statistics and Brief Overview","https://crsreports.congress.gov/product/pdf/download/R/R43244/R43244.pdf/","30","09/27/2013"
224,"IF11693","12/3/2020","Agricultural Soils and Climate Change Mitigation","https://crsreports.congress.gov/product/pdf/download/IF/IF11693/IF11693.pdf/","1","12/03/2020"
225,"IF10590","12/3/2020","Child Welfare: Purposes, Federal Programs, and Funding","https://crsreports.congress.gov/product/pdf/download/IF/IF10590/IF10590.pdf/","12","02/07/2017"
226,"IF11694","12/3/2020","Connecting Older Adults and Individuals with Disabilities to Health Services: Resources for Constituents","https://crsreports.congress.gov/product/pdf/download/IF/IF11694/IF11694.pdf/","2","12/03/2020"
227,"R46578","12/3/2020","COVID-19: Household Debt During the Pandemic","https://crsreports.congress.gov/product/pdf/download/R/R46578/R46578.pdf/","3","10/23/2020"
228,"IF10521","12/3/2020","Defense Primer: Command and Control of Nuclear Forces","https://crsreports.congress.gov/product/pdf/download/IF/IF10521/IF10521.pdf/","7","12/01/2016"
229,"IF10532","12/3/2020","Defense Primer: Regular Military Compensation","https://crsreports.congress.gov/product/pdf/download/IF/IF10532/IF10532.pdf/","7","12/07/2016"
230,"IF10519","12/3/2020","Defense Primer: Strategic Nuclear Forces","https://crsreports.congress.gov/product/pdf/download/IF/IF10519/IF10519.pdf/","8","11/29/2016"
231,"IF10770","12/3/2020","Digital Trade","https://crsreports.congress.gov/product/pdf/download/IF/IF10770/IF10770.pdf/","5","11/07/2017"
232,"RS22866","12/3/2020","Earmark Disclosure Rules in the House: Member and Committee Requirements","https://crsreports.congress.gov/product/pdf/download/RS/RS22866/RS22866.pdf/","11","04/29/2008"
233,"R46460","12/3/2020","Fiscal Policy and Recovery from the COVID-19 Recession","https://crsreports.congress.gov/product/pdf/download/R/R46460/R46460.pdf/","9","07/22/2020"
234,"IN11548","12/3/2020","HHS Announcement on FDA Premarket Review of Laboratory-Developed Tests (LDTs)","https://crsreports.congress.gov/product/pdf/download/IN/IN11548/IN11548.pdf/","2","12/04/2020"
235,"IF11253","12/3/2020","Introduction to U.S. Economy: Fiscal Policy","https://crsreports.congress.gov/product/pdf/download/IF/IF11253/IF11253.pdf/","6","06/18/2019"
236,"R45429","12/3/2020","Lifting the Earmark Moratorium: Frequently Asked Questions","https://crsreports.congress.gov/product/pdf/download/R/R45429/R45429.pdf/","3","12/10/2018"
237,"R46288","12/3/2020","Occupational Safety and Health Administration (OSHA): Emergency Temporary Standards (ETS) and COVID-19","https://crsreports.congress.gov/product/pdf/download/R/R46288/R46288.pdf/","15","03/26/2020"
238,"R46627","12/3/2020","Tax Provisions Expiring in 2020 ('Tax Extenders')","https://crsreports.congress.gov/product/pdf/download/R/R46627/R46627.pdf/","2","12/04/2020"
239,"IF11016","12/3/2020","U.S. Trade Policy Functions: Who Does What?","https://crsreports.congress.gov/product/pdf/download/IF/IF11016/IF11016.pdf/","3","11/01/2018"
240,"TE10059","12/2/2020","A Time for Change: Assessing the Need to Modernize Veteran Eligibility for Care","https://crsreports.congress.gov/product/pdf/download/TE/TE10059/TE10059.pdf/","1","12/03/2020"
241,"IF11313","12/2/2020","Defense Primer: Junior Reserve Officers' Training Corps (JROTC)","https://crsreports.congress.gov/product/pdf/download/IF/IF11313/IF11313.pdf/","5","09/19/2019"
